<<DATA:1145,832,-10,36,1,NNE,27.82,100469.98,71.58,0.03,0.16,0.89,-6.37,106.80,94.70,-84>>
<<DATA:1133,835,-2,36,1,NNE,27.79,100462.59,72.05,0.04,0.16,0.88,-6.37,106.80,95.80,-83>>
<<DATA:1145,835,0,36,1,NNE,27.80,100463.30,71.99,0.04,0.16,0.88,-6.37,106.80,96.50,-82>>
<<DATA:1145,835,-12,36,1,NNE,27.80,100464.00,71.93,0.03,0.15,0.88,-6.37,106.80,96.50,-83>>
<<DATA:1140,827,-7,35,1,NNE,27.80,100465.24,71.92,0.06,0.23,0.95,-6.37,106.80,96.50,-84>>
<<DATA:1131,842,-2,36,1,NNE,27.80,100465.20,71.83,0.04,0.16,0.88,-6.37,106.80,96.90,-87>>
<<DATA:1131,845,0,36,1,NNE,27.80,100465.71,71.79,0.04,0.17,0.88,-6.37,106.80,96.90,-85>>
<<DATA:1131,825,17,36,1,NNE,27.80,100466.37,71.74,0.04,0.17,0.87,-6.37,106.80,96.70,-86>>
<<DATA:1157,832,-10,35,1,NNE,27.79,100466.86,71.69,0.04,0.17,0.88,-6.37,106.80,96.70,-86>>
<<DATA:1133,830,5,36,1,NNE,27.79,100466.86,71.43,0.04,0.16,0.88,-6.37,106.80,96.70,-82>>
<<DATA:1133,818,-5,35,1,NNE,27.72,100461.31,72.16,0.03,0.17,0.89,-6.37,106.80,96.70,-84>>
<<DATA:1140,830,0,36,1,NNE,27.72,100462.87,72.36,0.03,0.17,0.88,-6.37,106.80,96.70,-85>>
<<DATA:1157,835,10,35,1,NNE,27.70,100461.88,72.11,0.03,0.16,0.87,-6.37,106.80,96.70,-86>>
<<DATA:1136,847,5,36,1,NNE,27.70,100462.56,72.05,0.03,0.17,0.88,-6.37,106.80,96.70,-85>>
<<DATA:1150,842,2,36,1,NNE,27.71,100463.95,71.94,0.03,0.16,0.88,-6.37,106.80,96.70,-85>>
<<DATA:1166,845,-5,35,1,NNE,27.70,100464.45,71.90,0.04,0.17,0.87,-6.37,106.80,96.70,-85>>
<<DATA:1145,835,-2,36,1,NNE,27.70,100463.35,71.99,0.03,0.16,0.86,-6.37,106.80,96.70,-86>>
<<DATA:1142,832,-10,36,1,NNE,27.70,100464.03,71.93,0.03,0.17,0.88,-6.37,106.80,96.70,-85>>
<<DATA:1128,816,0,35,1,NNE,27.70,100464.55,71.89,0.03,0.17,0.87,-6.37,106.80,96.90,-85>>
<<DATA:1152,830,-2,35,1,NNE,27.70,100465.23,71.83,0.04,0.15,0.87,-6.37,106.80,96.90,-86>>
<<DATA:1140,825,-22,35,1,NNE,27.70,100465.74,71.79,0.04,0.20,0.90,-6.37,106.80,96.90,-83>>
<<DATA:1136,837,7,36,1,NNE,27.69,100471.31,71.32,0.04,0.17,0.88,-6.37,106.80,96.90,-82>>
<<DATA:1136,840,-15,36,1,NNE,27.69,100471.12,71.34,0.03,0.16,0.89,-6.37,106.80,96.90,-83>>
<<DATA:1145,832,2,36,1,NNE,27.69,100471.12,71.80,0.04,0.16,0.88,-6.37,106.80,96.90,-83>>
<<DATA:1145,840,-7,36,1,NNE,27.66,100466.16,71.75,0.05,0.21,0.93,-6.37,106.80,96.90,-83>>
<<DATA:1140,835,-7,36,1,NNE,27.67,100466.87,71.69,0.03,0.16,0.87,-6.37,106.80,96.90,-83>>
<<DATA:1140,825,0,35,1,NNE,27.67,100467.57,71.63,0.04,0.16,0.89,-6.37,106.80,96.90,-83>>
<<DATA:1140,827,-2,35,1,NNE,27.67,100468.28,71.57,0.04,0.17,0.89,-6.37,106.80,99.20,-83>>
<<DATA:1136,816,-12,35,1,NNE,27.67,100468.62,71.55,0.04,0.16,0.89,-6.37,106.80,99.20,-83>>
<<DATA:1140,840,-5,36,1,NNE,27.67,100469.50,71.47,0.03,0.17,0.88,-6.37,106.80,99.20,-83>>
<<DATA:1140,825,-2,35,1,NNE,27.67,100469.50,71.47,0.04,0.16,0.88,-6.37,106.80,99.20,-83>>
<<DATA:1145,827,-7,35,1,NNE,27.67,100470.01,71.43,0.04,0.16,0.88,-6.37,106.80,99.20,-83>>
<<DATA:1140,827,5,35,1,NNE,27.68,100470.71,71.37,0.04,0.16,0.88,-6.37,106.80,99.20,-82>>
<<DATA:1145,827,-7,35,1,NNE,27.68,100470.71,71.98,0.06,0.23,0.95,-6.37,106.80,99.20,-86>>
<<DATA:1150,840,-2,36,1,NNE,27.69,100470.12,71.42,0.04,0.16,0.88,-6.37,106.80,99.20,-86>>
<<DATA:1152,825,2,35,1,NNE,27.69,100470.14,71.54,0.06,0.23,0.94,-6.37,106.80,99.20,-85>>
<<DATA:1147,835,2,36,1,NNE,27.67,100466.71,71.80,0.05,0.16,0.87,-6.37,106.80,99.30,-81>>
<<DATA:1136,818,-7,35,1,NNE,27.62,100463.63,71.96,0.04,0.17,0.88,-6.37,106.80,99.30,-82>>
<<DATA:1150,835,-10,35,1,NNE,27.62,100464.83,71.86,0.04,0.18,0.89,-6.37,106.80,99.30,-83>>
<<DATA:1145,827,-2,35,1,NNE,27.62,100465.66,71.80,0.03,0.17,0.89,-6.37,106.80,99.30,-82>>
<<DATA:1142,835,-2,36,1,NNE,27.62,100466.48,71.72,0.03,0.17,0.88,-6.37,106.80,99.30,-81>>
<<DATA:1145,835,-5,36,1,NNE,27.62,100467.17,71.67,0.04,0.16,0.89,-6.37,106.80,99.30,-82>>
<<DATA:1136,832,-17,36,1,NNE,27.61,100468.16,71.71,0.05,0.22,0.94,-6.37,106.80,99.30,-84>>
<<DATA:1145,830,-5,35,1,NNE,27.57,100470.02,71.93,0.03,0.16,0.88,-6.37,106.80,99.30,-81>>
<<DATA:1145,832,-10,36,1,NNE,27.53,100464.95,71.85,0.04,0.16,0.88,-6.37,106.80,99.30,-83>>
<<DATA:1140,832,-20,36,1,NNE,27.54,100466.19,71.75,0.03,0.16,0.89,-6.37,106.80,99.30,-83>>
<<DATA:1145,842,-25,36,1,NNE,27.54,100466.70,71.71,0.04,0.17,0.88,-6.37,106.80,99.30,-83>>
<<DATA:1152,850,-2,36,1,NNE,27.54,100467.58,71.63,0.04,0.16,0.88,-6.37,106.80,99.30,-83>>
<<DATA:1147,825,10,35,1,NNE,27.54,100467.91,71.61,0.04,0.17,0.88,-6.37,106.80,99.30,-83>>
<<DATA:1133,827,-12,36,1,NNE,27.54,100468.63,71.54,0.04,0.16,0.88,-6.37,106.80,99.30,-83>>
<<DATA:1145,830,-7,35,1,NNE,27.54,100460.50,72.35,0.03,0.16,0.87,-6.37,106.80,99.30,-88>>
